user_id	jobroles	career_level	discipline_id	industry_id	country	region	experience_n_entries_class	experience_years_experience	experience_years_in_current	edu_degree	edu_fieldofstudies
168971	0	NULL	0	0	de	1	1	3	0	1	3
168972	2330622	0	0	1	de	10	3	7	1	0	
169022	1826305	4	14	8	de	9	1	6	6	0	
169128	2452252	2	0	0	de	0	2	5	2	1	5
169143	1598067,1581843	4	0	0	de	0	3	5	2	2	3
169235	0	0	0	20	de	7	1	0	0	0	
169240	1118975,4284901	5	0	18	de	9	3	4	2	0	
169308	76751,1305552,2573697,1766375	0	14	21	de	1	2	5	4	2	5
169594	524518,3293484	4	0	0	de	0	2	5	3	0	
169599	127768,3768439	2	14	21	de	2	3	4	1	0	
169828	3737229	0	0	20	de	7	2	3	2	2	8
169829	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
169920	2314529	2	14	1	de	1	2	2	1	1	5
169985	1549791	0	0	15	de	5	2	7	7	0	3
170008	2978502,2631177	4	3	8	de	9	3	4	1	2	8,2
170145	76751	NULL	0	0	de	5	2	3	1	2	3
170209	3582227	0	0	21	de	6	3	6	3	2	5
170267	3885841	0	0	4	de	7	3	7	4	0	
170335	71851	0	0	13	non_dach	0	1	0	0	2	7
170532	3240672,2082758,2573697	3	23	19	de	3	3	7	2	0	5
170658	1766375	0	0	0	de	0	3	3	1	2	3
170659	4499767,3392240,3378061	4	9	18	de	7	3	6	2	0	
170673	4499767,213841,4321623	0	3	18	de	9	3	7	3	0	8
170687	3768439,2285759,1893191	2	0	0	de	0	3	4	1	2	8
170708	2130746	4	0	0	de	0	3	4	3	2	8
170715	2945867	4	9	14	de	3	3	5	1	0	
170716	2240531	4	0	10	ch	0	1	5	5	0	
170810	494116	4	0	8	non_dach	0	1	0	0	0	
170869	0	NULL	0	0	de	9	3	5	0	0	8
170882	901174	4	0	0	de	0	1	6	5	0	
170898	901174	0	3	1	de	2	3	7	2	0	
171116	18903,3916449,3240672,798927,2459321	3	0	0	ch	0	3	6	3	1	
171187	2082758,3241763	4	0	0	de	0	2	7	2	0	
171194	0	3	3	17	de	1	1	7	7	0	
171224	3135218,2639791,1636882	3	0	0	de	0	2	7	3	0	
171258	0	NULL	0	0	de	9	1	0	0	0	
171324	1084534,1072229	NULL	0	0	de	2	3	3	1	2	3,7,8
171329	1549791	6	0	1	ch	0	1	7	6	0	
171352	3345382,2192605	3	0	0	de	0	1	2	2	1	3
171497	2276399	4	0	0	de	0	3	5	1	0	
171722	906892,2645033	0	0	21	de	13	3	7	5	0	5
171740	996660,4425593	0	0	15	de	1	2	5	1	0	
171768	3408137,3079492	0	9	18	de	2	2	3	2	1	2,7
171779	4245788	3	0	0	de	0	3	7	5	0	
171799	704442	0	0	9	de	2	1	0	0	0	
171827	2865345	4	9	21	de	3	3	4	2	1	8
171870	3408137	4	9	12	ch	0	3	5	2	0	4
172005	1262616,2339003,3701519,872212	0	0	6	ch	0	3	7	7	0	4
172056	0	NULL	0	0	de	2	1	0	0	0	
172059	0	NULL	0	0	de	3	3	3	0	1	3
172324	3478136,2573697,3787672,76887	4	0	0	de	0	1	4	3	2	8
172371	0	NULL	0	0	de	2	1	5	5	0	8,2,6
172394	1394968	0	0	15	de	5	1	0	0	0	
172419	3434618	5	0	2	de	3	3	6	4	0	7,5
172601	0	NULL	0	0	de	9	1	2	0	1	2
172607	655030	4	0	1	de	9	1	5	5	0	8
172963	1768488	2	0	0	non_dach	0	3	3	2	1	2
173066	1254311	2	0	18	de	6	1	0	0	0	
173165	655030	4	9	21	de	7	3	5	2	0	
173235	4210142,76751	0	0	21	de	1	3	4	1	2	8
173268	4490078	0	0	23	de	6	1	2	1	0	
173319	901174	3	0	8	de	9	3	7	3	0	
173321	3551384	3	14	2	at	0	2	4	1	0	5
173350	1371812,1581843	4	0	19	de	1	3	7	2	0	
173392	3768439,4546220	2	17	18	de	7	3	4	1	0	2,7
173417	500718,1508044	NULL	0	0	de	9	3	6	1	3	
173454	2550008,500718,2645033	3	0	0	de	0	3	6	2	2	8,5
173482	0	0	0	2	de	7	2	5	3	0	
173487	2210017	0	6	21	de	2	3	4	1	1	2,8
173515	1287384	0	0	8	de	9	2	6	4	0	
173534	4333385,1549791,22459,2573697,2616578	3	18	1	de	2	3	7	4	0	3
173535	1924308	0	0	2	de	0	1	0	0	0	
173537	996660	0	0	0	de	0	2	6	2	3	
173615	4284901	6	0	7	de	2	1	2	2	0	
173732	0	NULL	0	0	de	2	2	4	0	1	
173738	4160943,2646148,2905196	3	20	19	de	9	2	5	1	0	3
173739	3756865,4490078	NULL	0	0	de	7	3	5	3	2	8
173842	3792911,3836325	0	0	15	de	0	3	7	2	2	3
173893	1229217,2285759	0	0	2	de	7	1	0	0	0	
173927	3418410	NULL	0	0	de	1	3	5	3	2	8
173968	2111897	2	0	0	de	0	1	2	2	1	
174190	3482421	6	0	14	de	1	2	7	4	0	
174201	1768488,1079210	3	9	8	at	0	1	6	6	0	
174206	1072848,617077,213841	0	0	7	de	3	1	4	3	0	
174237	444534	0	0	1	at	0	1	0	0	0	
174303	3022784	3	0	16	de	0	2	6	4	0	
174322	2111897	0	0	0	de	0	3	5	3	2	7
174343	0	NULL	0	0	de	7	1	0	0	1	5
174449	2573697,996660	3	0	0	de	0	3	5	3	2	2,8
174463	2921824,3129740	0	0	14	de	6	3	4	1	2	8
174547	0	0	0	16	de	2	3	7	3	0	
174670	0	NULL	0	0	at	0	3	3	0	1	8
174759	3432139,3794933	4	0	0	ch	0	3	7	1	0	3,8
174826	4284901	6	0	15	at	0	3	7	4	0	
175114	4116297,2573697	3	0	0	de	0	2	5	1	2	8
175350	1549791	6	0	0	de	0	2	5	1	0	
175356	2473582	NULL	0	0	de	6	2	4	3	0	
175440	1833319	3	14	21	de	2	3	5	1	0	
175445	0	0	0	23	de	9	1	0	0	0	
175558	524518	3	6	1	de	1	3	4	2	2	3
175564	0	0	0	0	de	0	2	4	0	2	5
175591	3509081	0	0	0	de	0	1	6	4	0	
175657	682906	NULL	0	0	de	9	2	4	2	1	
175668	76751	0	2	14	de	6	2	4	3	2	2,7
175767	991642	3	13	1	de	0	1	4	4	0	
175895	213841,3551384	4	0	15	de	10	3	6	3	0	
175902	2140778,3241763	0	0	3	at	0	2	2	2	0	5,8,2
176021	2958665,3370475,4499767	0	0	0	de	0	2	4	3	1	
176077	3656021,901174	4	3	21	de	9	3	7	1	0	
176426	4284901,1549791	5	0	0	de	0	2	6	0	0	
176469	0	NULL	0	0	de	2	2	3	0	0	
177053	401445	0	0	21	de	2	2	6	3	0	
177085	675056	3	0	0	de	0	2	7	2	1	3
177168	991642	3	0	1	de	1	3	7	3	0	8
177510	0	NULL	0	0	ch	0	3	5	0	0	4
177745	4020231	3	0	0	de	0	1	6	1	0	8
177758	1537462	4	0	19	de	9	3	6	1	2	8,2
177917	4284901,76751,962959	NULL	0	0	de	13	2	5	2	0	
177964	3482421,494116	4	0	0	at	0	3	4	4	2	
178003	3145630,4169675	4	5	1	de	2	3	7	1	0	
178474	3344395	0	0	0	de	0	3	3	1	1	8
178500	221785,2276399	4	3	4	ch	0	3	5	2	0	
178512	1838416	0	0	15	de	1	3	5	1	1	7
178575	4490078	0	6	9	de	1	3	7	3	0	
178592	991642	3	0	9	de	1	2	5	0	0	
178663	1581843,1567907	5	0	0	de	0	3	4	3	3	8
178763	3836325,2314529	0	0	14	de	10	1	5	5	2	5,8
178804	3170691,2585795,3768439	2	0	0	de	0	2	3	1	1	8
178859	3240672,1342939,1581843,922440,2262224,2905196,2757963,1721379	5	0	13	ch	0	3	6	3	0	
179035	1409397,2958665,1581843,494116	4	7	21	de	10	2	6	2	0	5,3
179064	4284901,154542	6	2	14	de	9	3	4	3	0	
179164	3531097,1012643,135212,3293484	3	10	8	de	9	3	4	2	1	2,8
179256	0	NULL	0	0	de	1	3	4	0	1	
179264	1454032,1012013	0	0	15	de	0	1	2	2	0	
179283	2111897,3145630	4	0	0	ch	0	2	6	5	0	
179392	682906	3	3	21	de	4	2	4	1	0	
179447	494116,3226187,2695860	4	0	0	de	0	2	4	4	2	
179475	63258	4	0	21	de	6	3	5	4	0	5
179488	315526	0	0	7	de	6	1	7	7	0	
179660	996660	3	20	1	de	2	3	7	3	0	
179689	2573697,22459	3	8	18	de	3	1	4	4	0	
179905	2580946	6	0	0	de	0	2	5	1	2	8
179996	1259474,1766375,2646148	3	20	1	de	7	1	5	4	0	8
180305	3079492	NULL	0	0	de	15	3	3	1	1	3
180347	76751	3	14	21	de	6	1	3	1	0	
180387	897463	0	0	0	de	0	3	4	0	0	
180407	0	NULL	0	0	de	16	1	0	0	0	3
180411	2585795,4026733,4284901	3	23	8	at	0	1	4	4	0	
180417	720717,2027410,22459,3895202,1119112,4308655,2509936,272304,165098,3083772	3	0	8	de	3	3	7	4	0	4
180422	3954962	4	0	23	de	7	3	5	4	2	2,8
180504	0	NULL	0	0	de	0	NULL	NULL	NULL	2	2,7
180522	0	NULL	0	0	de	2	3	3	0	0	5
180587	0	NULL	0	0	de	1	3	3	0	2	8
180611	0	0	0	2	ch	0	3	7	0	0	
180623	3543754	0	0	0	de	0	3	4	2	1	8,5
180636	4533036	4	0	0	de	0	2	6	2	0	1
180862	2111897	NULL	0	0	de	2	3	5	2	2	8,2
181083	4321623,3517194	0	0	15	de	7	1	0	0	0	
181189	524518,3347280	3	18	21	non_dach	0	3	4	2	0	
181298	4451534,3737056,2473582,4308655	5	0	8	de	1	2	0	0	2	8
181305	4570420	3	0	11	de	6	3	7	4	2	8,2
181590	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
181591	635441	3	3	8	de	10	2	5	4	2	
181614	1549791	6	0	18	de	1	2	7	6	0	8
181738	0	NULL	0	0	at	0	3	7	0	0	
181774	1057841	3	6	17	de	2	3	4	1	2	
182003	0	NULL	0	0	de	6	2	7	0	2	5
182026	313273,4284901	6	0	0	de	0	3	6	5	2	2
182028	2167980,234916	3	3	9	de	1	3	6	3	0	
182047	502342	0	0	18	de	1	1	0	0	0	
182217	4284901	0	0	15	non_dach	0	1	0	0	0	
182267	0	NULL	0	0	de	1	1	0	0	0	
182446	4380932,1284613	2	0	0	de	0	2	7	1	0	
182543	897463	0	0	13	de	2	3	5	4	0	
182643	2045576	0	3	2	de	1	1	0	0	1	
182666	45560	3	0	0	ch	0	3	4	2	1	8,7
182821	152049,494116	5	14	21	at	0	3	6	1	0	8
182824	0	NULL	0	0	de	2	3	4	0	2	3
182955	1284361,2926076	0	0	0	de	0	1	4	4	0	5
182976	4166676	NULL	0	0	de	8	1	3	1	1	8
183039	792504,2602433	0	0	2	de	6	3	7	2	0	
183058	4321623,4490078	0	0	0	de	0	2	4	4	1	
183109	492263	4	0	8	de	9	1	7	7	0	
183181	4578168,3656021	3	3	1	de	2	2	4	3	0	3
183201	907741,4408755	0	0	10	de	10	3	4	4	0	5,3
183282	3240672,3145630,2767515,1581843	5	0	14	de	1	3	7	3	0	
183341	3482421,4499767	0	0	4	de	2	2	6	3	0	
183409	620383	3	20	1	de	7	3	6	1	2	3
183530	500718,2955497	0	0	9	de	2	1	4	4	0	
183549	1890945,3802986	6	0	0	de	0	3	5	5	0	
183561	4284901	6	2	14	non_dach	0	3	7	2	0	
183570	502342	4	7	9	de	1	3	7	2	0	
183598	3703475,3913136	4	0	1	ch	0	3	7	3	0	3
183704	4499767,622035,1161270	3	3	1	de	1	1	5	3	0	3
183718	901174	4	0	8	de	2	3	7	4	0	
183732	1103394	0	12	16	ch	0	3	4	1	0	8
183740	897463,3386134,2994037,524518	NULL	0	0	de	2	3	0	0	0	7
183775	3099696	4	0	0	de	0	3	5	1	0	
183788	3362418,278289,1606477	2	13	9	de	1	3	4	2	1	8
183790	3971261,2102250	3	11	8	de	2	3	4	2	2	8
183865	1549791	6	0	21	de	9	1	0	0	0	5
183911	3780385	3	14	2	de	7	2	6	4	2	5
184044	2457543,3287640	3	23	8	de	10	3	7	1	0	8
184075	3026386	3	0	16	de	2	2	6	5	2	8
184230	2668632,4423181	0	0	1	de	6	1	7	7	0	
184319	2130746,3293484	4	10	23	ch	0	3	7	2	0	
184333	3451742	0	0	8	de	0	1	0	0	0	
184345	1880959,177854	4	23	15	de	9	3	5	1	0	
184478	1766375,2280593	3	0	0	de	0	1	4	3	0	
184535	0	NULL	0	0	de	10	1	5	0	0	
184537	1057841	3	6	8	de	10	3	5	2	2	2,8
184572	0	NULL	0	0	de	7	2	2	0	0	
184631	2249606	3	0	0	de	0	2	7	3	0	
184859	1057841,4583506	3	0	0	de	0	2	5	2	3	7,8
184865	0	NULL	0	0	de	1	1	0	0	0	3
184944	2330622	0	0	15	de	1	3	4	1	0	
184968	3652981	0	0	0	de	0	1	4	2	0	5
185052	412919	3	3	21	de	2	3	7	4	0	
185138	1826305,4284901,152049	0	0	21	at	0	3	7	2	0	
185266	1869807	0	0	0	ch	0	3	4	4	3	
185347	2527907	3	18	10	de	6	3	4	2	2	2,5,8
185445	0	0	0	1	de	7	3	7	1	2	8
185570	2865345	0	0	15	at	0	1	3	1	0	
185612	2682049	4	13	15	de	7	3	7	1	0	8
185655	4520723	0	0	12	non_dach	0	3	7	2	0	
185686	3288454,3768439	0	0	22	de	1	3	3	1	2	
185755	4284901	6	0	21	at	0	3	6	4	0	5
185807	398644,1581843	4	0	0	de	0	3	6	5	3	3,2
185848	3875112,3432139	3	9	18	non_dach	0	2	3	1	0	
185905	4019493	4	3	21	de	2	3	7	1	0	
185994	177854	0	0	18	de	2	3	0	0	0	
186001	4499767	4	3	9	de	2	3	7	2	0	3
186048	0	NULL	0	0	de	9	2	2	0	0	7
186055	1766375	0	0	19	de	10	2	4	2	2	5
186121	4499478,2932493,45560,1007124,1057841,1792965,4490078	1	0	0	de	0	3	4	2	2	
186273	165098	3	0	10	non_dach	0	1	5	5	3	9,7,2
186359	4484357,2550008,4451534	0	0	0	de	0	3	7	2	2	8,2
186401	76751,2550008	0	0	0	de	0	3	2	0	2	8
186402	2913593	3	0	21	de	2	2	5	1	0	5
186422	1697930,420011,502342	4	3	8	de	1	2	4	2	1	8,2
186455	494116	4	0	0	de	0	3	4	1	2	8,2
186520	2573697,3787672,1438550	3	0	21	de	2	3	4	1	0	
186741	0	NULL	0	0	non_dach	0	1	0	0	0	
186759	3370475	4	16	15	de	2	3	7	4	0	
186769	2325779,2585795,502342	3	0	0	de	0	3	4	1	0	
186771	0	NULL	0	0	de	2	2	3	0	0	
187003	869768,1447763	4	0	0	de	0	1	4	4	2	3
187006	2632463	0	0	12	non_dach	0	1	0	0	0	
187034	2882280	2	0	0	de	0	1	3	2	1	
187048	3370475	0	0	12	de	10	3	7	1	0	
187195	3378061,1284613	0	0	23	de	3	1	0	0	0	
187281	3482421,2915824	6	0	15	de	0	2	7	7	0	
187353	3372075,4321623,3145630,2501578	4	0	21	at	0	2	7	5	0	
187408	0	NULL	0	0	de	2	2	3	0	0	3
187577	4284901	0	0	16	non_dach	0	1	0	0	0	
187675	1792965,1134369,3432139	4	2	9	de	1	3	7	4	0	
187705	1792965,1162788,2573697	0	2	14	de	6	3	7	1	2	3
187761	1910739,2928384,897463,3720944,1819239	0	0	0	at	0	1	6	0	0	8
187787	0	NULL	0	0	at	0	1	2	0	2	
187851	0	NULL	0	0	non_dach	0	2	3	0	1	8
187935	2995613	3	14	21	de	6	3	3	1	0	5
188027	4490078	5	0	0	ch	0	3	6	2	1	
188047	3145630,2573697,4307807,1355192,362691	0	0	2	de	7	3	7	4	1	
188123	502342	3	7	1	de	6	3	5	4	0	
188136	3119985,3334817,1492339,1965157,2099844,612078,1196943,1050665	3	0	0	de	0	2	6	6	0	
188169	0	NULL	0	0	de	7	1	2	0	2	3
188350	0	NULL	0	0	de	10	3	4	0	0	8
188517	4408755	3	0	0	de	0	1	5	3	0	5
188542	3081292,4329775,3293484	NULL	0	0	de	10	3	7	2	0	8
188605	2527907	1	0	0	de	0	3	4	1	2	3
188615	3731273,3432139	3	7	19	de	9	3	5	2	0	
188747	1342939,401445,4049722	0	0	0	ch	0	2	4	1	1	5
188922	935935,1581843,362691,631706,354876	5	0	2	at	0	2	6	1	0	
188995	272304,500718,2632767	0	9	8	de	3	3	5	1	2	7
189161	2380081	3	2	14	de	1	3	4	1	2	9,2
189227	4490078	3	6	1	de	2	3	5	3	2	
189229	76751	2	0	0	de	0	1	2	2	1	5
189264	0	NULL	0	0	de	1	1	7	0	3	5
189326	1632183	2	20	9	de	2	3	5	3	2	3
189467	1925,2088073	5	0	0	non_dach	0	3	5	3	0	
189470	0	0	0	0	de	0	2	7	4	0	
189541	3794933,1283916,1078596	3	14	21	de	13	2	6	4	0	
189569	4327219,2766080,1625244	3	0	0	de	0	3	6	4	0	3
189611	736866,4408755,744365,524518,680142	0	0	0	de	0	3	3	3	1	9,2
189714	0	NULL	0	0	ch	0	1	0	0	0	
189719	76887,3079492	2	7	21	de	0	3	4	1	1	8
190049	1608502,2314529	3	0	0	de	0	3	4	2	0	3
190158	0	NULL	0	0	de	1	2	0	0	0	
190179	4490078	0	6	8	de	1	3	5	1	1	8
190187	0	0	16	15	de	7	3	5	1	0	
190196	3007857,4362091,3083772	3	0	0	de	0	2	7	5	0	
190280	0	NULL	0	0	ch	0	1	0	0	0	
190545	2317118	3	0	0	de	0	3	7	3	2	5
190617	1342939,654490,3145630	5	0	0	de	0	3	7	1	1	2,3
190671	0	NULL	0	0	de	3	1	1	0	0	3
191045	2094794	NULL	0	0	de	3	3	4	3	1	
191190	0	NULL	0	0	de	10	2	5	0	1	
191212	1057568	3	3	19	ch	0	1	2	2	0	
191324	494116	4	2	14	de	2	1	0	0	0	
191372	3731273	3	0	1	de	1	3	5	4	2	
191508	1038436,205304	3	0	0	de	0	3	5	3	3	8,7
191519	3481113	NULL	0	0	de	1	3	5	1	0	
191523	502237,3119985	5	0	9	de	7	1	0	0	0	
191686	655030	0	0	0	de	0	1	2	2	0	
191723	1178568,4284901,524518,76751	6	0	0	de	0	3	6	4	1	
191864	962959,4169675,3482421,1310272	0	0	19	ch	0	3	6	2	0	3,8
192112	0	NULL	0	0	de	0	NULL	NULL	NULL	0	8
192131	1792965	0	0	0	de	0	2	7	0	2	2,8
192149	3079492	NULL	0	0	de	9	2	3	1	1	2,8
192190	4246708	4	0	8	de	3	3	6	2	0	
192346	1894285,4498705	NULL	0	0	de	9	3	5	2	2	9,2
192470	635441	6	0	17	de	7	1	7	7	0	
192963	1283916	0	0	11	at	0	3	4	0	0	8,2
192976	2411455,1356992,4284901,2495966	5	0	0	de	0	2	6	5	0	5,7
192977	3768439,4525547	3	0	0	de	0	2	2	2	1	4
193053	0	0	0	21	de	9	1	0	0	0	
193081	1549791,1808947,1581843	6	0	0	de	0	3	6	4	2	8
193174	0	NULL	0	0	de	3	2	3	0	2	3
193264	4227194	3	0	0	de	0	2	6	3	3	5
193273	2973232	3	0	1	de	9	3	6	4	2	
193290	4020979	0	0	13	de	1	1	0	0	0	
193331	1549791,3482421,2915824	6	0	21	de	9	3	5	4	0	
193348	4425593	3	0	15	de	2	2	7	4	0	
193473	4346609	0	0	21	de	2	1	2	1	2	8,2
193711	1581843,3941800,4143327	4	0	0	de	0	1	7	6	2	
193723	0	0	0	15	de	13	3	6	3	0	5
193992	154542	0	2	20	de	0	2	6	2	2	8
194138	3079492,4007215	1	0	0	de	0	3	4	1	2	3
194153	2050869	3	0	2	de	3	3	7	4	2	8
194407	4284901	0	0	20	non_dach	0	1	0	0	3	
194447	312113	2	2	14	de	1	3	4	2	1	
194484	1549791	6	0	21	at	0	1	6	6	0	
194567	319286	NULL	0	0	de	1	2	4	3	1	3
194592	4499767	2	0	0	de	0	2	4	2	2	5
194627	1581843,3303501,4305724,3972474,1342939	4	0	0	de	0	2	5	3	2	5,3
194703	76751,22459,1343414,528730	6	0	0	de	0	3	6	5	0	
194709	3870375	3	9	18	de	2	3	4	4	2	4
194788	3408137	3	0	0	de	0	3	6	1	2	
194823	1869807,4321623,3504609	NULL	0	0	de	2	3	3	2	2	2
194842	3660692	0	0	0	de	0	2	4	4	0	
194934	3543754	0	0	0	de	0	3	7	3	0	
195044	919430	3	0	0	de	0	2	5	2	2	2
195053	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
195058	494116,996660	3	11	9	de	2	2	5	2	2	8,2
195073	0	NULL	0	0	de	0	3	4	0	1	
195263	0	NULL	0	0	de	13	1	0	0	0	2
195295	605721,4141254,4321623	0	0	18	non_dach	0	3	5	4	0	
195370	127061	0	0	0	de	0	2	6	1	0	7
195428	1766375,1768488,4049722	0	0	21	de	0	1	0	0	0	
195555	0	3	0	0	ch	0	3	7	0	0	
195560	1826305	4	0	0	de	0	1	7	5	0	
195617	44411,4329775,3250655,3287640,3509081	3	0	17	de	1	2	7	4	0	
195722	2751316,2380081	4	0	8	de	9	3	6	1	0	
195777	3499434	4	0	0	de	0	3	6	4	0	8
196005	2995613,1464595	3	11	21	de	2	3	7	2	0	
196038	3370475,4520479	5	0	0	de	0	3	5	4	0	2,7,8
196048	2500419,1766375	3	0	9	de	7	3	5	1	0	3
196102	1697930,4151088	3	0	0	de	0	2	3	1	2	
196146	0	NULL	0	0	at	0	1	0	0	0	
196247	3334817	0	0	10	de	6	3	5	4	1	6
196248	616841,3794933	3	3	8	de	9	3	0	0	0	
196284	1549791	6	0	8	de	3	1	4	4	0	
196296	0	NULL	0	0	non_dach	0	2	3	0	2	
196301	500718,2380081	4	7	8	de	10	3	6	2	2	8
196307	4521727	0	0	5	de	1	1	0	0	0	
196351	2690571,907741	4	2	14	non_dach	0	3	6	1	2	8
196395	1520141,2608520,4499767	3	0	0	de	0	2	4	3	1	
196410	4346609	0	0	21	non_dach	0	1	0	0	0	
196432	2272434	3	0	21	de	10	3	6	2	3	5
196486	1826305	4	12	16	at	0	3	5	1	0	
196508	3045845	0	0	14	de	9	3	4	1	2	8
196511	2501578,494116	0	0	0	de	0	3	7	1	1	
196565	0	NULL	0	0	de	10	2	4	0	2	
196620	0	NULL	0	0	de	6	1	4	0	0	
196734	3028585	5	0	0	de	0	3	7	2	3	2
196749	0	NULL	0	0	de	1	3	0	0	2	8
196789	812432,655030	5	0	0	de	0	3	5	2	0	
196877	494116,213841	0	0	8	de	6	2	5	2	2	
196879	675557,154053,1798516	4	3	1	de	9	2	5	2	0	
196922	4169675	4	0	2	de	7	2	6	4	2	8
196932	502342,2501578,3294368	4	9	18	ch	0	3	7	1	0	5
197057	494116	5	0	15	de	1	1	0	0	0	
197066	1072229	2	18	9	de	1	3	4	1	0	5,3
197257	1335184,3210328,1441262,4146077,3947776,2021989,3408137,2288570,897463	6	0	21	non_dach	0	3	5	5	2	5
197352	605721	0	0	0	de	0	3	4	2	2	7
197375	2978502,4141254	4	0	1	de	1	2	6	4	0	
197384	0	NULL	0	0	de	2	1	5	0	0	3
197388	4116297,2862074,3408137	3	9	8	non_dach	0	3	5	3	1	
197402	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
197410	3456869,127768	0	14	21	de	7	2	5	4	0	5
197471	4484357,996660	3	11	8	non_dach	0	3	5	1	2	3,8
197486	736866,1443376	0	0	15	de	10	1	6	5	0	
197517	0	0	0	6	de	1	2	6	2	0	
197658	0	NULL	0	0	de	4	3	3	0	2	2
197707	1119117,4141254	3	9	18	de	2	3	4	1	1	8,2
197764	935935,174758	3	0	21	de	1	2	5	3	2	
197794	2660625	5	0	0	de	0	3	7	2	0	
197808	444534	0	0	1	de	1	1	2	2	0	3
197846	4490078	0	0	8	de	0	1	0	0	0	
197868	1910739,1119112	3	0	13	de	10	3	6	4	2	7
197872	1768488,362691	3	1	17	de	9	2	5	3	0	
197912	1792965	6	0	0	de	0	3	5	2	0	9,2
197945	932157,1118975,2928384,2585198	0	0	6	de	2	3	4	3	2	
197994	4141254	4	0	0	de	0	3	5	2	1	
198174	3580664,4408755	0	0	0	de	0	2	3	2	2	8
198185	3456869	3	14	21	non_dach	0	3	5	2	0	
198221	550741	3	9	5	de	2	3	4	2	2	7,8
198247	4251712	3	0	21	de	10	3	7	4	0	
198260	1549791	6	0	8	de	1	3	7	5	0	
198329	1746248	3	13	8	de	1	3	7	3	0	
198336	2573697	4	6	11	de	7	2	4	1	0	
198372	1050665,1125967,3293484,2385717	3	5	9	de	2	3	5	3	2	
198447	4329775,695787	3	5	1	de	2	3	6	1	0	
198463	2518546	0	0	1	non_dach	0	1	0	0	0	
198558	502342	2	7	15	de	9	2	4	2	0	
198681	3408137	3	0	0	de	0	3	4	4	1	7
198719	812432	0	0	1	de	0	1	0	0	0	
198729	907741,4570420,3099696,1567907	4	0	0	de	0	2	6	2	0	7,2
198739	2210017	3	0	1	de	9	3	6	2	2	7
198886	3408137	4	0	0	de	0	2	4	3	2	8
198901	1072848,2811951	0	0	0	de	0	3	5	4	0	5,8
198913	1012013	0	0	1	at	0	1	0	0	0	
198939	2020251	4	0	21	de	1	2	6	3	0	
198941	3287640,356069,1937646	NULL	0	0	de	10	1	2	2	0	
199069	0	NULL	0	0	de	10	2	3	0	1	8
199328	809092	0	0	15	de	0	1	0	0	0	
199426	2378915	NULL	0	0	de	15	2	4	3	1	7
199547	3974038,736866	NULL	0	0	de	0	2	6	6	0	
199559	0	NULL	0	0	de	13	3	4	0	2	3
199732	0	NULL	0	0	non_dach	0	1	0	0	0	4
199739	2572677,3072367	0	0	1	de	6	2	7	3	0	
199965	244199	0	0	19	de	1	2	7	7	0	8
200166	1581843,4544606,3432139,3728512,1523848	4	13	9	de	2	3	6	3	0	
200167	76751,2915824	6	2	14	ch	0	3	6	2	2	
200391	3347280,3852879	0	0	0	at	0	3	5	3	2	2,8
200689	2550387,1581843,2140778	0	0	21	de	3	3	0	0	0	
200691	0	NULL	0	0	de	1	2	3	0	1	2
200933	76751	0	0	11	de	9	1	0	0	0	
200937	1426917	2	0	0	de	0	1	3	2	0	
200998	291827,140856,3287640,1468622	4	23	21	de	0	3	7	3	0	
201057	4169675	6	0	0	de	0	2	7	3	2	8
201121	4521727,2500419,3673221	0	0	0	de	0	3	7	3	1	
201149	3862256	NULL	0	0	de	0	3	7	2	0	4,8
201444	1179799	0	0	15	at	0	2	6	1	0	
201608	3434923,44411	3	3	9	de	10	2	4	2	0	
201661	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
201664	3754554	3	0	0	de	0	1	6	6	0	
202002	1897232	3	0	8	de	0	1	4	3	0	
202071	3715007	0	0	0	de	0	3	4	2	0	
202073	4490078	0	6	21	de	3	3	4	1	2	8
202153	502342	0	0	13	de	7	3	0	0	2	2
202155	1549791,3482421	6	0	21	at	0	2	7	0	0	
202162	2594831,3482421	0	0	10	de	6	3	5	2	2	7,2
202316	4049722,494116	4	14	21	ch	0	3	7	1	0	
202332	3370475	0	0	2	de	1	2	7	4	0	
202447	678140	2	0	0	de	0	1	3	3	0	5
202596	4329775,3432139	0	0	2	de	1	3	4	2	2	8
202623	1549791	6	0	0	de	0	2	6	4	0	
202628	4303939	0	0	20	de	15	1	0	0	0	
202669	2573697,502342,106514,3482421,3345009,3170691	0	0	0	de	0	2	6	2	0	
202687	3432139	0	7	9	at	0	3	4	2	2	3,8
202712	213841	3	0	0	de	0	3	7	6	0	
202855	2628571,2964858,4284901,3145630	5	0	0	non_dach	0	3	6	4	2	
202907	2338195	2	0	0	de	0	1	4	4	2	
202918	635441	4	0	2	de	9	3	7	4	2	
203000	2928384	NULL	0	0	de	0	3	2	1	2	9
203002	1342939,229082,4284901	5	0	7	de	9	3	5	3	0	
203044	635441	0	0	15	de	15	2	7	6	0	
203090	3478136	4	0	21	de	0	3	6	3	0	
203163	116177,2169794,76751,2573697,744365	6	2	14	de	3	3	5	5	2	2,8
203223	0	0	0	5	de	6	1	5	5	0	
203255	4499767,128836	0	0	0	de	0	3	6	1	0	
